"person_id","sex","screening_date","p_current_age","p_age_first_offense","p_charge","p_jail30","p_prison","p_probation","p_juv_fel_count","p_felprop_violarrest","p_murder_arrest","p_felassault_arrest","p_misdemassault_arrest","p_famviol_arrest","p_sex_arrest","p_weapons_arrest","fail_appear_two_yr","fail_appear_two_plus","current_violent","current_violent20","pending_charge","prior_conviction_F","prior_conviction_M","violent_conviction","total_convictions","p_arrest","p_property","p_traffic","p_drug","p_dui","p_domestic","p_stalking","p_voyeurism","p_fraud","p_stealing","p_trespass","one_year","three_year","five_year","recid_use"
4039,0,2014-02-07,31,27,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,12,0,0,0,1,0,0,0,0,0,0,0,0,1,"0"
1770,0,2014-02-20,21,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
6160,0,2013-04-24,26,20,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,2,0,3,13,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
3571,0,2013-04-12,27,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
4045,1,2013-05-17,42,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
1186,0,2013-08-13,22,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
3603,0,2013-01-03,27,22,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,6,18,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
1177,0,2014-02-24,44,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
5997,0,2013-12-03,22,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
2859,0,2014-02-06,34,25,9,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,10,2,8,1,10,23,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
3627,0,2013-01-26,40,19,6,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,23,19,1,13,20,74,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
4336,0,2013-11-04,21,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
1786,0,2013-02-18,38,22,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,2,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
319,0,2013-03-20,53,43,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
1622,0,2013-03-10,50,46,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
602,0,2013-02-21,33,28,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,2,13,41,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
4476,0,2014-03-28,58,54,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,31,18,9,6,27,61,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
1515,0,2013-10-23,48,44,7,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,19,16,11,13,27,55,0,0,0,1,0,0,0,0,0,0,1,1,1,"1"
713,0,2013-11-24,55,41,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,14,10,6,11,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
173,0,2013-11-17,31,18,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,1,"1"
560,0,2014-01-17,31,24,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
259,0,2013-03-05,49,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
4439,1,2013-10-14,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
5935,0,2014-02-19,21,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
6066,0,2013-11-11,55,55,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,2,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
2870,0,2013-01-15,21,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,13,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
4225,0,2013-10-17,31,22,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,7,6,9,13,64,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
1625,0,2013-04-21,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
817,0,2013-02-21,34,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
1660,0,2013-02-06,24,16,9,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,22,9,2,9,11,24,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
1499,0,2013-01-04,26,23,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,5,5,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
1209,0,2014-03-12,18,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
5264,0,2013-01-15,20,20,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
3778,0,2013-03-15,24,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,1,1,1,"1"
537,0,2013-10-15,47,47,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1682,0,2013-04-20,37,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
1235,0,2013-03-20,25,18,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,2,14,4,16,42,0,0,0,1,0,0,0,0,0,0,1,1,1,"1"
2541,0,2013-03-11,42,23,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
440,0,2013-11-05,37,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,8,8,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
1664,0,2013-02-07,22,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
1702,0,2013-06-24,30,23,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,3,16,5,19,65,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
3345,1,2013-01-26,30,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
3972,0,2013-08-26,29,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,1,6,27,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
4743,0,2013-05-09,32,19,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,2,5,12,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
731,0,2013-02-07,55,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
4928,0,2013-03-22,22,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
1923,0,2014-02-24,28,26,10,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,24,7,4,18,11,46,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
3952,0,2013-01-28,33,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1844,0,2013-08-26,47,45,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,6,11,25,0,0,0,3,0,0,0,0,0,0,0,1,1,"1"
6208,0,2013-01-11,21,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
5895,0,2013-09-27,21,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
616,0,2013-02-07,29,27,5,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,2,0,2,3,0,0,0,1,0,0,0,0,0,0,1,1,1,"0"
5657,0,2013-02-27,29,19,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,9,4,6,2,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
3316,1,2013-08-19,25,24,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
5842,0,2013-11-09,27,17,18,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,26,6,15,0,21,57,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
1819,0,2013-10-02,22,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,4,11,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
2066,0,2013-04-19,33,21,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,5,15,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
2220,0,2014-01-15,49,33,13,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,2,13,31,0,0,0,2,0,0,0,0,0,0,0,1,1,"1"
611,0,2013-01-04,53,49,9,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,1,4,14,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
1169,0,2013-05-20,26,21,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,1,0,0,0,0,0,0,0,1,1,"0"
2821,1,2013-11-14,34,17,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,3,11,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
6198,0,2013-09-24,46,46,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
